132	296	23	11	2026-02-02 15:37:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
128	286	23	11	2026-02-02 14:36:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
133	295	23	11	2026-02-02 15:37:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
131	287	23	11	2026-02-02 15:37:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
518	573	64	1	2026-02-23 14:08:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
231	358	32	6	2026-02-05 17:54:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
183	315	27	1	2026-02-03 17:23:00	\N	excellent	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-23 22:54:08.514	\N	no_generada
178	311	27	1	2026-02-03 17:21:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-23 22:54:08.514	\N	no_generada
182	314	27	1	2026-02-03 17:23:00	\N	excellent	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-23 22:54:08.514	\N	no_generada
176	313	27	1	2026-02-03 17:21:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-23 22:54:08.514	\N	no_generada
112	270	19	1	2026-01-30 16:55:00	2026-02-06 22:20:57.732	good	good		\N	firmada	2026-01-30 21:56:05.533	\N	acta_generada
189	70	28	1	2026-02-03 17:58:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
192	322	28	1	2026-02-03 17:59:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
186	160	28	1	2026-02-03 17:58:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
190	323	28	1	2026-02-03 17:59:00	\N	good	\N	El cable del cargador del celular presenta desgaste en el conector de carga	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
184	319	28	1	2026-02-03 17:58:00	\N	excellent	\N		\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
185	317	28	1	2026-02-03 17:58:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
187	320	28	1	2026-02-03 17:58:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
191	321	28	1	2026-02-03 17:59:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-19 19:53:24.245	\N	no_generada
273	267	34	1	2026-02-06 17:39:00	\N	good	\N		\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
207	332	30	1	2026-02-05 16:17:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:47:51.878	\N	no_generada
198	326	22	1	2026-02-04 18:00:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
205	131	30	1	2026-02-05 16:17:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:47:51.878	\N	no_generada
171	217	26	1	2026-02-03 16:45:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
